designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
3C 273,N/A,PGC 41121,Quasar,VIR,13,-,N/A,12 29.1,+02 03,187.27499999999998,2.05,N/A
AND I,N/A,PGC 2666,Galaxy,AND,13.2,-,4.0',00 45.7,+38 03,11.425,38.05,E3
AND II,N/A,PGC 4601,Galaxy,PSC,13.5,-,2.0',01 16.4,+33 25,19.1,33.416666666666664,dE2
Antalova 1,N/A,N/A,Opn CL,SCO,-,-,12.0',17 28.9,-31 33,262.22499999999997,-31.55,IV 2pn:b
Antalova 2,N/A,N/A,Opn CL,SCO,8.8,-,3',17 29.7,-32 30,262.425,-32.5,Iv 1p
Archinal 1,N/A,N/A,Opn CL,SER,-,-,1.5',18 54.7,+05 33,283.67499999999995,5.55,II 2 p
Arp  2,N/A,N/A,Glob CL,SGR,13.6,15.1,2.3',19 28.8,-30 21,292.2,-30.35,N/A
Auner 1,N/A,N/A,Opn CL,CMA,-,-,2.5',07 04.3,-19 45,106.07499999999999,-19.75,III 2m :b
Av-Hunter 1,N/A,N/A,Opn CL,AND,-,-,47',23 37.8,+48 34,354.45,48.56666666666667,IV 2pn:b
Bark 1,N/A,N/A,Opn CL,CYG,-,-,20',20 53.7,+46 02,313.425,46.03333333333333,III 2 m
Bark 2,N/A,N/A,Opn CL,CYG,-,-,5',21 43.6,+51 04,325.9,51.06666666666667,III 1p :b
Basel  1,N/A,Apriamasvili 1,Opn CL,SCT,8.9,-,9',18 48.1,-05 51,282.025,-5.85,I 2 m
Basel  4,N/A,N/A,Opn CL,AUR,9.1,-,8',05 48.9,+30 11,87.225,30.183333333333334,II 1 p
Basel  5,N/A,N/A,Opn CL,SGR,-,-,9.0',17 52.5,-30 06,268.125,-30.1,III 2mn:b
Basel  6,N/A,N/A,Opn CL,CYG,7.7,-,14.0',20 06.8,+38 21,301.7,38.35,N/A
Basel  7,N/A,N/A,Opn CL,MON,8.5,-,5',06 36.3,+08 21,99.075,8.35,IV 1p
Basel  8,N/A,N/A,Opn CL,MON,-,-,30',06 34.2,+08 05,98.55000000000001,8.083333333333334,IV 3mn:b
Basel 10,N/A,N/A,Opn CL,PER,9.9,-,2',02 19.5,+58 19,34.875,58.31666666666667,II 1p
Basel 11A,N/A,N/A,Opn CL,CMA,8.2,-,9.0',07 17.1,-13 58,109.275,-13.966666666666667,II 3 m
Basel 11B,N/A,N/A,Opn CL,ORI,8.9,-,9.0',05 58.2,+21 58,89.55,21.966666666666665,II 2 m
Basel 12,N/A,N/A,Opn CL,CYG,-,-,7',21 10.6,+46 14,317.65,46.233333333333334,III 2p :b
Basel 13,N/A,N/A,Opn CL,CYG,-,-,10',21 13.2,+46 34,318.29999999999995,46.56666666666667,N/A
Basel 14,N/A,N/A,Opn CL,CYG,-,-,12.0',21 21.2,+44 48,320.29999999999995,44.8,II 3pn:b
Basel 15,N/A,N/A,Opn CL,CYG,-,-,6',21 16.0,+48 50,319.0,48.833333333333336,N/A
Biur  1,N/A,N/A,Opn CL,CYG,-,-,15',20 07.5,+35 41,301.875,35.68333333333333,IV 3 p n
Biur  2,N/A,N/A,Opn CL,CYG,6.3,-,13',20 09.2,+35 29,302.3,35.483333333333334,III 2 p
Biur  7,N/A,N/A,Opn CL,MON,-,-,5',06 57.6,+08 17,104.4,8.283333333333333,II 1m:b
Biur  8,N/A,Berk  32,Opn CL,MON,-,-,6',06 58.1,+06 26,104.525,6.433333333333334,II 2 r
Biur  9,N/A,N/A,Opn CL,MON,-,-,4',06 57.8,+03 14,104.44999999999999,3.2333333333333334,II 2m :b
Biur 10,N/A,Berk  28,Opn CL,MON,10.4,-,4',06 52.2,+02 56,103.05,2.9333333333333336,I 3 p
Biur 11,N/A,N/A,Opn CL,MON,-,-,3',06 51.4,+05 46,102.85,5.766666666666667,III 1p :b
Biur 12,N/A,Berk  26,Opn CL,MON,-,-,4',06 51.3,+05 44,102.825,5.733333333333333,III 1m:b
Biur 13,N/A,N/A,Opn CL,MON,-,-,5',07 00.3,-00 14,105.075,-0.23333333333333334,IV 1p :b
Blanco 1,N/A,N/A,Opn CL,SCL,4.5,-,89.0',00 04.3,-29 56,1.075,-29.933333333333334,IV 3 m
Bochum  1,N/A,N/A,Opn CL,GEM,7.9,-,26.0',06 25.5,+19 46,96.375,19.766666666666666,N/A
Bochum  2,N/A,N/A,Opn CL,MON,9.7,-,1.5',06 48.9,+00 23,102.225,0.38333333333333336,I 1 p
Bochum  3,N/A,N/A,Opn CL,MON,9.9,-,4',07 03.5,-05 00,105.875,-5.0,IV 1 p
Bochum  4,N/A,N/A,Opn CL,PUP,7.3,-,23',07 31.0,-16 57,112.75,-16.95,N/A
Bochum  5,N/A,N/A,Opn CL,PUP,7,-,11.0',07 32.1,-16 57,113.025,-16.95,I 2pn
Bochum  6,N/A,N/A,Opn CL,PUP,9.9,-,10',07 31.8,-19 27,112.95,-19.45,I 3 mn
Bochum  7,N/A,N/A,Opn CL,VEL,6.8,-,20',08 44.8,-45 58,131.2,-45.96666666666667,IV 3 p
Bochum 10,N/A,N/A,Opn CL,CAR,6.2,-,20',10 42.2,-59 09,160.55,-59.15,II 3 mn
Bochum 13,N/A,N/A,Opn CL,SCO,7.2,-,15',17 17.3,-35 33,259.325,-35.55,III 3 m
Bochum 14,N/A,N/A,Opn CL,SGR,9.3,-,2',18 02.0,-23 42,270.5,-23.7,III 1 pn
Bochum 15,N/A,N/A,Opn CL,PUP,6.3,-,3',07 40.2,-33 33,115.05,-33.55,IV 2 pn
Ced  19c,N/A,N/A,Brt Neb,TAU,-,-,16',03 44.8,+24 17,56.199999999999996,24.283333333333335,R
Ced  19e,N/A,N/A,Brt Neb,TAU,-,-,21',03 45.2,+24 28,56.300000000000004,24.466666666666665,R
Ced  19h,N/A,N/A,Brt Neb,TAU,-,-,15',03 45.9,+24 33,56.475,24.55,R
Ced  19o,N/A,N/A,Brt Neb,TAU,-,-,11',03 49.2,+24 03,57.300000000000004,24.05,R
Ced  19p,N/A,N/A,Brt Neb,TAU,-,-,10',03 49.2,+24 08,57.300000000000004,24.133333333333333,R
Ced  33,N/A,LBN 788,Brt Neb,TAU,-,-,5',04 27.1,+26 06,66.775,26.1,R
Ced  34,N/A,LBN 814,Brt Neb,TAU,-,-,12.5',04 27.2,+23 00,66.8,23.0,R
Ced  59,N/A,LBN 879,Brt Neb,ORI,-,-,3',05 45.3,+09 04,86.325,9.066666666666666,E+R
Ced  62,N/A,N/A,Brt Neb,ORI,-,-,2.0',06 07.8,+18 40,91.95,18.666666666666668,bipolar
Ced  90,N/A,Sh2-297,Brt Neb,CMA,-,-,10',07 05.2,-12 20,106.3,-12.333333333333334,E+R
Ced 174,N/A,LBN 183,Brt Neb,CYG,-,-,15',20 02.8,+37 01,300.7,37.016666666666666,E
Ced 211,N/A,N/A,Brt Neb,AQR,-,-,2',23 43.8,-15 17,355.95,-15.283333333333333,E
Ced 214,N/A,Sh2-171,Brt Neb,CEP,-,-,50',00 03.7,+67 13,0.925,67.21666666666667,E+R
Czernik  1,N/A,N/A,Opn CL,CAS,-,-,9',00 07.8,+61 29,1.9500000000000002,61.483333333333334,I 2p :b
Czernik  2,N/A,N/A,Opn CL,CAS,-,-,10',00 43.6,+60 12,10.9,60.2,IV 2m :b
Czernik  3,N/A,OCL  315,Opn CL,CAS,9.9,-,3',01 03.1,+62 48,15.775000000000002,62.8,III 2p :b
Czernik  4,N/A,N/A,Opn CL,CAS,-,-,3',01 35.6,+61 29,23.9,61.483333333333334,IV 2p :b
Czernik  5,N/A,N/A,Opn CL,CAS,-,-,7',01 55.7,+61 21,28.924999999999997,61.35,III 1p :b
Czernik  6,N/A,N/A,Opn CL,CAS,-,-,3',02 02.0,+62 51,30.5,62.85,II 2p :b
Czernik  7,N/A,N/A,Opn CL,CAS,-,-,5',02 03.0,+62 15,30.749999999999996,62.25,II 1p :b
Czernik  8,N/A,N/A,Opn CL,PER,9.7,-,7',02 33.0,+58 46,38.25,58.766666666666666,II 3 m
Czernik  9,N/A,N/A,Opn CL,CAS,-,-,5',02 33.6,+59 53,38.4,59.88333333333333,III 2p :b
Czernik 10,N/A,N/A,Opn CL,CAS,-,-,3',02 34.0,+60 11,38.5,60.18333333333333,IV 1p :b
Czernik 11,N/A,N/A,Opn CL,CAS,-,-,7',02 36.6,+59 39,39.15,59.65,I 2pn:b
Czernik 12,N/A,N/A,Opn CL,PER,-,-,3',02 39.4,+54 55,39.85,54.916666666666664,III 1p :b
Czernik 13,N/A,N/A,Opn CL,CAS,10.4,-,6',02 44.7,+62 20,41.175000000000004,62.333333333333336,II 2 p
Czernik 14,N/A,N/A,Opn CL,CAM,-,-,6',03 17.0,+58 36,49.25,58.6,III 1p :b
Czernik 15,N/A,N/A,Opn CL,PER,-,-,3',03 23.2,+52 13,50.8,52.21666666666667,IV 2p :b
Czernik 16,N/A,N/A,Opn CL,PER,-,-,9',03 31.0,+52 36,52.75,52.6,IV 2p :b
Czernik 17,N/A,N/A,Opn CL,CAM,-,-,5',03 52.3,+61 58,58.074999999999996,61.96666666666667,IV 1p :b
Czernik 18,N/A,N/A,Opn CL,TAU,-,-,10',04 27.8,+30 57,66.94999999999999,30.95,IV 1p :b
Czernik 19,N/A,N/A,Opn CL,AUR,-,-,18',04 57.0,+28 47,74.25,28.783333333333335,III 2 m
Czernik 20,N/A,N/A,Opn CL,AUR,-,-,36',05 20.5,+39 33,80.125,39.55,II 2 r
Czernik 21,N/A,N/A,Opn CL,AUR,-,-,9',05 27.4,+36 00,81.85000000000001,36.0,IV 1 mn:b
Czernik 23,N/A,N/A,Opn CL,AUR,-,-,5',05 50.1,+28 54,87.525,28.9,III 1p :a
Czernik 24,N/A,N/A,Opn CL,ORI,-,-,5',05 55.5,+20 52,88.875,20.866666666666667,III 1m:b
Czernik 25,N/A,N/A,Opn CL,ORI,-,-,6',06 13.7,+06 57,93.425,6.95,III 1p :b
Czernik 26,N/A,N/A,Opn CL,MON,-,-,5',06 31.5,-04 11,97.875,-4.183333333333334,III 1m:b
Czernik 27,N/A,N/A,Opn CL,MON,-,-,5',07 03.3,+06 25,105.82499999999999,6.416666666666667,III 1p :b
Czernik 29,N/A,N/A,Opn CL,PUP,10.3,-,8',07 28.3,-15 24,112.075,-15.4,IV 2 p
Czernik 30,N/A,N/A,Opn CL,MON,-,-,3',07 31.2,-09 57,112.8,-9.95,III 1p :b
Czernik 31,N/A,N/A,Opn CL,PUP,-,-,9',07 37.0,-20 32,114.25,-20.533333333333335,III 2m :b
Czernik 32,N/A,N/A,Opn CL,PUP,-,-,3',07 50.5,-29 51,117.625,-29.85,II 1m:b
Czernik 37,N/A,N/A,Opn CL,SGR,-,-,3',17 53.3,-27 22,268.325,-27.366666666666667,II 1m:b
Czernik 38,N/A,N/A,Opn CL,SER,-,-,14',18 49.7,+04 58,282.425,4.966666666666667,II 3 r
Czernik 39,N/A,N/A,Opn CL,AQL,-,-,6',19 07.6,+04 18,286.9,4.3,III 2m :b
Czernik 41,N/A,N/A,Opn CL,VUL,-,-,9',19 51.0,+25 18,297.75,25.3,III 2m :b
Czernik 42,N/A,N/A,Opn CL,CEP,-,-,3',22 39.6,+59 55,339.9,59.916666666666664,III 1p :b
Czernik 43,N/A,N/A,Opn CL,CAS,-,-,14',23 25.8,+61 19,351.45,61.31666666666667,III 1 r
Czernik 44,N/A,N/A,Opn CL,CAS,-,-,5',23 33.5,+61 58,353.375,61.96666666666667,II 2p :b
Czernik 45,N/A,N/A,Opn CL,CAS,-,-,3',23 55.8,+64 37,358.95,64.61666666666666,II 2p :b
Do  2,N/A,N/A,Opn CL,CYG,-,-,10',20 10.0,+41 22,302.5,41.36666666666667,IV 1pn:b
Do  3,N/A,N/A,Opn CL,CYG,-,-,15',20 15.5,+36 49,303.875,36.81666666666667,III 2 p n
Do  4,N/A,N/A,Opn CL,CYG,-,-,6',20 17.8,+36 45,304.45,36.75,IV 1pn:b
Do  5,N/A,N/A,Opn CL,CYG,-,-,6',20 20.8,+39 22,305.2,39.36666666666667,III 3mn:b
Do  6,N/A,N/A,Opn CL,CYG,-,-,10',20 20.7,+41 22,305.17499999999995,41.36666666666667,IV 2pn:b
Do  8,N/A,N/A,Opn CL,CYG,-,-,5',20 24.4,+42 16,306.1,42.266666666666666,I 2pn:b
Do  9,N/A,N/A,Opn CL,CYG,-,-,7',20 25.6,+41 54,306.4,41.9,IV 2pn:b
Do 11,N/A,N/A,Opn CL,CYG,-,-,7',20 26.4,+41 27,306.6,41.45,IV 3pn:b
Do 12,N/A,N/A,Opn CL,CAS,-,-,18',00 40.8,+60 51,10.2,60.85,N/A
Do 13,N/A,N/A,Opn CL,CAS,-,-,12',00 50.0,+64 08,12.5,64.13333333333334,III 1 p
Do 14,N/A,N/A,Opn CL,TAU,-,-,12',04 06.6,+27 34,61.650000000000006,27.566666666666666,IV 2 p
Do 15,N/A,N/A,Opn CL,AUR,-,-,18',05 04.6,+34 50,76.14999999999999,34.833333333333336,IV 1 p
Do 16,N/A,N/A,Opn CL,AUR,-,-,12',05 14.6,+32 43,78.64999999999999,32.71666666666667,III 2 p n
Do 17,N/A,N/A,Opn CL,ORI,-,-,12',05 22.4,+07 07,80.6,7.116666666666666,IV 2 p
Do 18,N/A,N/A,Opn CL,AUR,-,-,12',05 24.1,+33 23,81.02499999999999,33.38333333333333,IV 2 p n
Do 19,N/A,N/A,Opn CL,ORI,-,-,24',05 23.7,+08 10,80.925,8.166666666666666,IV 1 p
Do 20,N/A,N/A,Opn CL,AUR,-,-,5',05 28.6,+33 41,82.15,33.68333333333333,IV 1 p
Do 21,N/A,Cr 458,Opn CL,ORI,-,-,12',05 27.4,+07 04,81.85000000000001,7.066666666666666,IV 2 p
Do 22,N/A,N/A,Opn CL,MON,-,-,8',08 31.7,+04 39,127.92499999999998,4.65,IV 1 p
Do 23,N/A,N/A,Opn CL,MON,-,-,12',06 43.1,+00 00,100.775,0.0,IV 2 p
Do 24,N/A,N/A,Opn CL,MON,-,-,18',06 44.8,+01 45,101.19999999999999,1.75,IV 2 m
Do 25,N/A,N/A,Opn CL,MON,7.6,-,24',06 45.0,+00 18,101.25,0.3,IV 2 m n
Do 26,N/A,N/A,Opn CL,CMI,-,-,24',07 30.1,+11 57,112.525,11.95,IV 1 p
Do 27,N/A,N/A,Opn CL,OPH,-,-,24',16 36.5,-08 57,249.125,-8.95,IV 2 p n
Do 28,N/A,N/A,Opn CL,SCT,-,-,12',18 25.4,-14 39,276.34999999999997,-14.65,IV 2 p
Do 29,N/A,N/A,Opn CL,SCT,-,-,18',18 31.4,-06 38,277.85,-6.633333333333333,N/A
Do 30,N/A,N/A,Opn CL,SCT,-,-,18',18 32.9,-06 02,278.22499999999997,-6.033333333333333,N/A
Do 32,N/A,N/A,Opn CL,SCT,-,-,12',18 40.4,-04 06,280.09999999999997,-4.1,I 2 p
Do 33,N/A,N/A,Opn CL,SER,-,-,6',18 40.7,-04 23,280.175,-4.383333333333334,III 2m :b
Do 35,N/A,N/A,Opn CL,AQL,-,-,7',19 25.4,+11 40,291.34999999999997,11.666666666666666,IV 2p :b
Do 36,N/A,N/A,Opn CL,CYG,-,-,14',20 02.5,+42 06,300.625,42.1,IV 1 p
Do 39,N/A,N/A,Opn CL,CYG,-,-,13',20 16.4,+37 55,304.1,37.916666666666664,III 1 m n
Do 40,N/A,N/A,Opn CL,CYG,-,-,12',20 18.2,+37 50,304.55,37.833333333333336,III 2 p n
Do 41,N/A,N/A,Opn CL,CYG,-,-,11',20 19.3,+37 44,304.825,37.733333333333334,IV 1 p
Do 42,N/A,N/A,Opn CL,CYG,-,-,11',20 19.7,+38 08,304.925,38.13333333333333,IV 2 p n
Do 43,N/A,N/A,Opn CL,CYG,-,-,20',20 21.7,+39 57,305.425,39.95,IV 2 p
Do 44,N/A,N/A,Opn CL,CYG,-,-,12',20 29.7,+41 43,307.425,41.71666666666667,IV 2 p n
Do 45,N/A,N/A,Opn CL,CYG,-,-,18',21 09.0,+37 36,317.25,37.6,III 2 m n
Do 46,N/A,N/A,Opn CL,CAS,-,-,12',23 21.9,+55 46,350.47499999999997,55.766666666666666,IV 1 p
Do 47,N/A,N/A,Opn CL,CYG,-,-,5',20 41.8,+36 37,310.45,36.61666666666667,III 2p :b
DoDz  1,N/A,N/A,Opn CL,ARI,-,-,12',02 47.4,+17 15,41.85,17.25,III 2 p
DoDz  2,N/A,N/A,Opn CL,ORI,-,-,12',05 23.2,+11 27,80.8,11.45,III 2p
DoDz  3,N/A,N/A,Opn CL,TAU,-,-,15',05 33.7,+26 31,83.425,26.516666666666666,IV 2 p
DoDz  4,N/A,N/A,Opn CL,TAU,-,-,28',05 35.9,+25 57,83.97500000000001,25.95,IV 1 p
DoDz  5,N/A,N/A,Opn CL,HER,-,-,27',16 27.4,+38 04,246.85,38.06666666666667,III 1 p
DoDz  6,N/A,N/A,Opn CL,HER,-,-,17',16 45.5,+38 21,251.375,38.35,IV 2 p
DoDz  7,N/A,N/A,Opn CL,HER,-,-,20',17 11.4,+15 29,257.85,15.483333333333333,III 1 p
DoDz  8,N/A,N/A,Opn CL,HER,6.8,-,13',17 26.2,+24 12,261.55,24.2,IV 2 p
DoDz  9,N/A,N/A,Opn CL,HER,-,-,34',18 08.8,+31 32,272.20000000000005,31.533333333333335,III 2 p
DoDz 10,N/A,N/A,Opn CL,CYG,-,-,20',20 05.6,+40 40,301.4,40.666666666666664,IV 1 p n
DoDz 11,N/A,N/A,Opn CL,CYG,-,-,13',20 51.0,+35 55,312.75,35.916666666666664,IV 1 p
ESO 287-13,N/A,PGC 66669,Galaxy,IND,13.1,13.4,3.7',21 23.2,-45 46,320.8,-45.766666666666666,SAbc
ESO 373-G008,N/A,N/A,Galaxy,ANT,12,13.6,5.8',09 33.3,-33 02,143.325,-33.03333333333333,Sc
ESO 456-SC38,N/A,Djorgovski 2,Glob CL,SGR,9.9,14.9,9.9',18 01.8,-27 50,270.45000000000005,-27.833333333333332,N/A
Fein 1,N/A,N/A,Opn CL,CAR,4.7,-,N/A,11 06.0,-59 48,166.5,-59.8,IV 2 p
Frolov 1,N/A,N/A,Opn CL,CAS,9.2,-,N/A,23 57.4,+61 38,359.35,61.63333333333333,N/A
Gum  1,N/A,Sh2-292,Brt Neb,MON,-,-,19',07 04.5,-10 28,106.125,-10.466666666666667,E+R
Gum 12,N/A,N/A,SN Rem,VEL,-,-,264',08 30.0,-44 00,127.5,-44.0,E
Gum 15,N/A,RCW 32,Brt Neb,VEL,-,-,20',08 44.8,-41 17,131.2,-41.28333333333333,E
Gum 23,N/A,RCW 38,Brt Neb,VEL,-,-,20',08 59.7,-47 27,134.92499999999998,-47.45,E
Gum 32,N/A,RCW 52,Brt Neb,CAR,-,-,7.3',10 46.3,-58 39,161.575,-58.65,E
Gum 35,N/A,RCW 40,Brt Neb,VEL,-,-,7',09 02.4,-48 42,135.6,-48.7,E
Haffner  3,N/A,N/A,Opn CL,MON,-,-,2.7',07 04.1,-06 07,106.025,-6.116666666666666,III 2p :b
Haffner  4,N/A,N/A,Opn CL,CMA,-,-,2.4',07 06.1,-15 00,106.525,-15.0,III 1m:b
Haffner  6,N/A,N/A,Opn CL,CMA,9.2,-,4',07 20.1,-13 09,110.025,-13.15,IV 3 p n
Haffner  7,N/A,N/A,Opn CL,CMA,-,-,2.9',07 22.9,-29 29,110.72500000000001,-29.483333333333334,I 2m :b
Haffner  8,N/A,N/A,Opn CL,CMA,9.1,-,4.2',07 23.4,-12 18,110.85,-12.3,IV 3 m
Haffner  9,N/A,N/A,Opn CL,CMA,-,-,2.1',07 24.9,-16 59,111.225,-16.983333333333334,I 1m:b
Haffner 10,N/A,N/A,Opn CL,PUP,11.5,-,1.6',07 28.6,-15 23,112.15,-15.383333333333333,III 2 p
Haffner 11,N/A,N/A,Opn CL,PUP,-,-,4.4',07 35.4,-27 42,113.85,-27.7,II 2m :b
Haffner 13,N/A,N/A,Opn CL,PUP,-,-,15',07 40.5,-30 05,115.125,-30.083333333333332,II 3 p
Haffner 14,N/A,N/A,Opn CL,PUP,-,-,3.8',07 45.5,-27 52,116.375,-27.866666666666667,III 1m:b
Haffner 15,N/A,N/A,Opn CL,PUP,9.4,-,3.5',07 45.5,-32 51,116.375,-32.85,II 3 p
Haffner 16,N/A,N/A,Opn CL,PUP,10,-,1.1',07 50.3,-25 27,117.57499999999999,-25.45,I 1 p
Haffner 17,N/A,N/A,Opn CL,PUP,-,-,1.6',07 51.6,-31 49,117.9,-31.816666666666666,I 2p :b
Haffner 18,N/A,N/A,Opn CL,PUP,9.3,-,1',07 52.7,-26 23,118.17500000000001,-26.383333333333333,I 2pn:b
Haffner 19,N/A,N/A,Opn CL,PUP,9.4,-,1.8',07 52.7,-26 17,118.17500000000001,-26.283333333333335,I 3 p n
Haffner 20,N/A,N/A,Opn CL,PUP,11,-,1.8',07 56.3,-30 22,119.075,-30.366666666666667,II 3 p
Haffner 21,N/A,N/A,Opn CL,PUP,10.3,-,1.1',08 01.2,-27 13,120.3,-27.216666666666665,II 1 p
Haffner 22,N/A,N/A,Opn CL,PUP,-,-,4.8',08 12.7,-27 52,123.17499999999998,-27.866666666666667,II 1m:b
Haffner 23,N/A,N/A,Opn CL,CMA,-,-,11',07 09.4,-16 57,107.35,-16.95,III 2 m
Haffner 25,N/A,N/A,Opn CL,PUP,-,-,1',07 49.0,-26 57,117.25,-26.95,III 1p :b
Haffner 26,N/A,N/A,Opn CL,PUP,-,-,6',08 15.4,-30 49,123.85,-30.816666666666666,III 2p :b
Harvard  9,N/A,N/A,Opn CL,NOR,-,-,3',15 34.2,-52 44,233.55,-52.733333333333334,IV 2p :a
Harvard 13,N/A,N/A,Opn CL,ARA,-,-,14',17 03.9,-48 07,255.97500000000002,-48.11666666666667,IV 1 p
Harvard 16,N/A,N/A,Opn CL,SCO,-,-,15',17 31.0,-36 48,262.75,-36.8,IV 2 p
Harvard 20,N/A,N/A,Opn CL,SGE,7.7,-,7',19 53.1,+18 21,298.27500000000003,18.35,III 2 p
Harvard 21,N/A,N/A,Opn CL,CAS,9,-,4',23 54.3,+61 44,358.57500000000005,61.733333333333334,IV 2 p
Hav-Moffat 1,N/A,N/A,Opn CL,SCO,-,-,6',17 19.0,-38 49,259.75,-38.81666666666667,III 2p :b
Hogg  2,N/A,N/A,Opn CL,VEL,-,-,5',09 51.5,-56 17,147.875,-56.28333333333333,IV 2p :b
Hogg  3,N/A,N/A,Opn CL,VEL,-,-,4',09 57.7,-54 41,149.42499999999998,-54.68333333333333,IV 2p :b
Hogg  4,N/A,N/A,Opn CL,VEL,-,-,4',09 57.9,-54 37,149.475,-54.61666666666667,N/A
Hogg  9,N/A,N/A,Opn CL,CAR,10.6,-,1.5',10 58.4,-59 03,164.6,-59.05,II 1 p
Hogg 14,N/A,N/A,Opn CL,CRU,9.5,-,3',12 28.6,-59 48,187.15,-59.8,II 3 p
Hogg 18,N/A,N/A,Opn CL,LUP,8,-,3',14 50.7,-52 15,222.675,-52.25,III 2 p
Hogg 19,N/A,N/A,Opn CL,NOR,-,-,4',16 28.9,-49 07,247.225,-49.11666666666667,IV 2p :a
Hogg 20,N/A,N/A,Opn CL,ARA,-,-,4',16 44.4,-47 33,251.09999999999997,-47.55,III 1p :a
Hogg 21,N/A,N/A,Opn CL,ARA,-,-,4',16 45.6,-47 44,251.40000000000003,-47.733333333333334,N/A
Hogg 22,N/A,N/A,Opn CL,ARA,6.7,-,1.5',16 46.7,-47 05,251.67499999999998,-47.083333333333336,IV3p
HP 1,N/A,N/A,Glob CL,OPH,12.5,-,1.2',17 31.1,-29 59,262.77500000000003,-29.983333333333334,N/A
Kemble 1,N/A,N/A,Aster,CAM,5,-,180',03 57.5,+63 04,59.375,63.06666666666667,N/A
Kemble 2,N/A,N/A,Aster,DRA,7,-,30',18 35.0,+72 23,278.75,72.38333333333334,N/A
King  1,N/A,N/A,Opn CL,CAS,-,-,7',00 21.9,+64 23,5.475,64.38333333333334,II 2r :b
King  2,N/A,N/A,Opn CL,CAS,-,-,5',00 50.9,+58 11,12.725,58.18333333333333,II 2m :b
King  4,N/A,N/A,Opn CL,CAS,10.5,-,3',02 35.0,+59 01,38.75,59.016666666666666,III 1 p
King  5,N/A,N/A,Opn CL,PER,-,-,7',03 14.0,+52 42,48.5,52.7,I 2m :b
King  6,N/A,N/A,Opn CL,CAM,-,-,7',03 28.0,+56 27,52.0,56.45,IV 2 p
King  7,N/A,N/A,Opn CL,PER,-,-,5',03 59.2,+51 47,59.800000000000004,51.78333333333333,I 2r :b
King  8,N/A,N/A,Opn CL,AUR,11.2,-,8',05 49.3,+33 38,87.32499999999999,33.63333333333333,I 3 m
King  9,N/A,N/A,Opn CL,LAC,-,-,2.5',22 15.5,+54 25,333.875,54.416666666666664,I 1m:b
King 10,N/A,N/A,Opn CL,CEP,-,-,3',22 54.9,+59 10,343.72499999999997,59.166666666666664,II 3 m
King 11,N/A,N/A,Opn CL,CEP,-,-,3.5',23 47.6,+68 38,356.9,68.63333333333334,I 2m :b
King 12,N/A,N/A,Opn CL,CAS,10,-,2',23 53.0,+61 58,358.25,61.96666666666667,I 2 p
King 13,N/A,N/A,Opn CL,CAS,-,-,7',00 10.2,+61 11,2.55,61.18333333333333,II 2m :b
